// fs=100 nSamples=955
// frame=world
// origFName=data/neura-sparse01/rawimu/S02-Trial-Walk-1
// idx=1120,2074
ori_1,ori_2,ori_3,ori_4,acc_1,acc_2,acc_3,gyr_1,gyr_2,gyr_3,mag_1,mag_2,mag_3
0.493748,-0.687441,-0.296301,-0.442541,12.748274,-3.135716,-2.754439,0.58706,0.728412,1.531377,0.842529,-0.52417,-0.502441
0.500817,-0.686358,-0.290331,-0.440231,13.028741,-3.211167,-3.119059,0.689685,0.792877,1.611068,0.833984,-0.540039,-0.49707
0.508673,-0.684752,-0.284194,-0.437721,13.231573,-2.914614,-3.200769,0.846506,0.87444,1.693767,0.823242,-0.558105,-0.484619
0.517176,-0.682785,-0.277665,-0.435012,13.393723,-2.491323,-3.047147,0.949359,0.954952,1.802759,0.812744,-0.583008,-0.465332
0.526216,-0.680535,-0.270372,-0.432282,14.296734,-2.155027,-2.626539,0.985848,1.086254,1.94165,0.806396,-0.598877,-0.45752
0.535438,-0.678183,-0.26207,-0.429758,14.736587,-0.64702,-3.183723,0.923796,1.238319,2.066291,0.786377,-0.612549,-0.436279
0.544899,-0.675863,-0.252816,-0.427059,15.116473,-1.321016,-3.796094,0.879124,1.327611,2.238088,0.775879,-0.639648,-0.418945
0.555098,-0.673068,-0.243113,-0.423959,15.537559,-1.346829,-3.770143,1.013604,1.399105,2.379772,0.77002,-0.666504,-0.40625
0.566162,-0.669462,-0.232797,-0.420818,16.534854,-0.826353,-3.490114,1.16885,1.57391,2.502888,0.747559,-0.678223,-0.387451
0.578089,-0.664965,-0.222153,-0.417471,17.060962,-0.265558,-4.421214,1.368479,1.697063,2.5992,0.732178,-0.700684,-0.361084
0.590613,-0.659843,-0.211355,-0.413657,17.496733,0.326194,-5.020572,1.526438,1.734146,2.698446,0.708008,-0.723633,-0.339355
0.603219,-0.654451,-0.200243,-0.409541,16.974529,1.439684,-4.671244,1.557545,1.75459,2.768276,0.688232,-0.750732,-0.317383
0.614765,-0.64996,-0.188118,-0.405251,15.845696,0.69938,-4.493026,1.232345,1.741144,2.874281,0.663818,-0.771484,-0.30249
0.625459,-0.64623,-0.175253,-0.400593,15.13799,-0.477613,-3.996681,0.983653,1.687203,2.972218,0.644043,-0.796387,-0.282959
0.635418,-0.642772,-0.161911,-0.396072,14.560764,-1.805323,-3.948854,0.809383,1.721506,2.971191,0.619873,-0.82373,-0.263184
0.645852,-0.638017,-0.148863,-0.391981,14.521263,-3.014984,-4.337778,1.046972,1.853028,2.870373,0.59082,-0.839844,-0.234863
0.656685,-0.6319,-0.136555,-0.388357,13.836666,-0.728017,-3.212265,1.315545,1.941107,2.710694,0.568359,-0.85376,-0.224854
0.664761,-0.627873,-0.12347,-0.385517,11.809451,-0.209582,-3.497106,0.613146,1.899422,2.5446,0.541504,-0.87207,-0.210205
0.670546,-0.625562,-0.110311,-0.383239,9.968568,-1.040632,-3.847188,0.075341,1.796909,2.349439,0.530762,-0.892578,-0.195313
0.674548,-0.624245,-0.097718,-0.381777,9.175658,-1.117399,-2.572907,-0.253513,1.701466,2.049853,0.499268,-0.908691,-0.185059
0.677702,-0.623525,-0.086136,-0.380154,7.819534,-1.763271,-2.773512,-0.361728,1.489734,1.897216,0.486084,-0.929199,-0.188477
0.676162,-0.627217,-0.07307,-0.379558,5.848547,1.016649,-1.782706,-1.67325,1.395631,1.657209,0.464111,-0.952393,-0.202881
0.675625,-0.629727,-0.062156,-0.378301,4.853727,-9.491843,-4.542359,-1.217065,1.133606,1.540716,0.450439,-0.96167,-0.206787
0.680999,-0.626009,-0.054942,-0.375944,4.38824,-7.260827,-1.567332,0.665013,1.032249,1.588017,0.437012,-0.968506,-0.194824
0.683128,-0.624714,-0.048446,-0.375129,4.093699,-1.9355,0.624189,-0.036247,0.917522,1.075878,0.437256,-0.975342,-0.189941
0.683714,-0.624366,-0.043674,-0.375226,2.212807,-1.766637,-2.675191,-0.235906,0.702102,0.624041,0.423828,-0.984619,-0.200684
0.684818,-0.622974,-0.041475,-0.375776,1.971434,-1.183634,-2.38447,0.158867,0.497579,0.275895,0.433105,-0.986572,-0.19165
0.6854,-0.621263,-0.041546,-0.377535,1.675229,0.336102,-0.986623,0.299968,0.349189,-0.21967,0.435059,-0.979736,-0.19873
0.685501,-0.619364,-0.043897,-0.380198,1.722635,0.415541,-0.466892,0.428697,0.167295,-0.659676,0.443848,-0.968506,-0.197266
0.685577,-0.616982,-0.047968,-0.383426,2.245128,-0.280266,0.329881,0.619477,0.029638,-0.961439,0.450928,-0.970459,-0.195068
